Name,Movie_url,Poster_url,Year,Category,Run_Time,Rating,Storyline,Index
Jacquot of Nantes,https://www.imdb.com/title/tt0102141/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDFiZWE2NTYtYTc1YS00MGZlLTg4OTgtYmQzNGI2NTM4Y2UyXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY209_CR9,0,140,209_AL_.jpg",1991,"Biography, Drama            ",118 min,7.7,"A boy growing up in Nantes during WW2 around his father's mechanic workshop has a love for puppet shows and cinema and develops it into his own art. Jacques Demy, the artist at the end of his life, reflects on his childhood influences.",1901
California Dreamin',https://www.imdb.com/title/tt0449573/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjExMjk5ODAzMF5BMl5BanBnXkFtZTcwNjg2MjU1MQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",2007,"Comedy, Drama, War            ",155 min,7.7,A railway chief delays a NATO train transporting military equipment during the war in Kosovo in 1999.,1902
City Girl,https://www.imdb.com/title/tt0020768/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYmMyMWY4N2ItYjE2ZS00YWY2LWJlYjAtYzQyOGZkODlkY2UwXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1930,"Drama, Romance            ",90 min,7.7,"A Chicago waitress falls in love with a Minnesota farmer, and decides to face a life in the country.",1903
Misunderstood,https://www.imdb.com/title/tt0060538/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOWU2YzJhOTMtZmQwZi00NmM1LWFhMzYtNThlNzc4MTIyMTMzXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",1966,Drama            ,104 min,7.7,A study of bitter relationships between a widower and his two sons.,1904
Man of Marble,https://www.imdb.com/title/tt0075902/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODYzYjgyZDMtODFhNC00MTQ1LWFiZDgtMDBlNWNiNmI2NmM3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",1977,Drama            ,160 min,7.7,"A young Polish filmmaker sets out to find out what happened to Mateusz Birkut, a bricklayer who became a propaganda hero in the 1950s but later fell out of favor and disappeared.",1905
Voyage to Cythera,https://www.imdb.com/title/tt0088241/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDhhNmFkMGEtMWRmZi00MDcwLWFkYzctNDI1MGEzZjgzM2NmXkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_UY209_CR5,0,140,209_AL_.jpg",1984,Drama            ,120 min,7.7,"An old communist returns to Greece after 32 years in the Soviet Union. However, things aren't the way he had hoped for.",1906
Oceans,https://www.imdb.com/title/tt0765128/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjIwZjU3ZjgtNGJhOC00Mzk3LTg3YTItOTFlYmQ2NjdlYWE3XkEyXkFqcGdeQXVyMjc1NTg2NTI@._V1_UY209_CR0,0,140,209_AL_.jpg",2009,Documentary            ,84 min,7.7,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",1907
White Sun of the Desert,https://www.imdb.com/title/tt0066565/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNWExMGVmNDEtNTM4Yi00NWRjLWJhZjctN2NhNjFmM2FlNTkzXkEyXkFqcGdeQXVyMjI1OTQ2MjU@._V1_UX140_CR0,0,140,209_AL_.jpg",1970,"Action, Adventure, Comedy            ",84 min,7.7,"At the end of the Russian Civil War, Red Army soldier Fyodor Sukhov is ordered to guard the harem of a Caspian Sea guerrilla leader.",1908
The Goddess,https://www.imdb.com/title/tt0053765/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2I4OTRkZWUtODYzMy00YTcxLThmM2ItZDY0YmMwNjBkYTU5XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX140_CR0,0,140,209_AL_.jpg",1960,Drama            ,93 min,7.7,"A young woman is deemed a goddess when her father-in-law, a rich feudal land-lord, has a dream envisioning her as an avatar of Kali.",1909
They Fought for Their Country,https://www.imdb.com/title/tt0073488/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNzM5MjRhN2YtZTBmZi00ODA0LWEzZWUtZmQwMTUxMjAyZDIxXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_UY209_CR4,0,140,209_AL_.jpg",1975,"Drama, War            ",158 min,7.7,July 1942. Soviet forces are retreating in the face of a massive German onslaught towards Stalingrad. An infantry platoon is tasked with holding a vital hill in order to give their comrades time to cross the Don River and regroup.,1910
The Tillman Story,https://www.imdb.com/title/tt1568334/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTg2NjA5OTA2OV5BMl5BanBnXkFtZTcwOTg4MDc1Mw@@._V1_UY209_CR1,0,140,209_AL_.jpg",2010,"Documentary, Biography, Mystery            ",94 min,7.7,"Chronicles the life of the late Pat Tillman, who walked away from a multimillion-dollar contract with the NFL's Arizona Cardinals in 2002 to join the Army but died from friendly fire in Afghanistan.",1911
The End of Summer,https://www.imdb.com/title/tt0055052/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNmY1ODNhYzMtYzcyMS00MWI3LWFjNDgtMjBlMzhjOTYzMjRmXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_UY209_CR3,0,140,209_AL_.jpg",1961,Drama            ,103 min,7.7,The family of an older man who runs a small sake brewery become concerned with his finances and his health after they discover him visiting an old mistress from his youth.,1912
Joy Division,https://www.imdb.com/title/tt1097239/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNGM1NGU1MGYtMjdlOC00MjAwLWFjZGQtMzcyNjdlY2Y4MjNjXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UX140_CR0,0,140,209_AL_.jpg",2007,"Documentary, Music            ",93 min,7.7,A chronological account of the influential late 1970s English rock band.,1913
Gett,https://www.imdb.com/title/tt3062880/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNTMwODAzMTQ5NF5BMl5BanBnXkFtZTgwNDgzNjkwNDE@._V1_UY209_CR0,0,140,209_AL_.jpg",2014,Drama            ,115 min,7.7,"After a lukewarm marriage of over twenty years, a woman appeals to her husband's compassion to obtain the desirable divorce document in front of a court, which proves to be more challenging than she would expect.",1914
The Ear,https://www.imdb.com/title/tt0066498/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzExMWY3N2ItY2M3Yy00ZDY4LWI3MWEtY2VlNGI4M2I2NjgxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_UY209_CR2,0,140,209_AL_.jpg",1970,"Drama, Thriller            ",94 min,7.7,"After coming home from a Party gathering one night, a Czech official becomes convinced that he is about to be the subject of a political purge and tries to do damage control, while also dealing with his turbulent marriage.",1915
Everybody Go Home!,https://www.imdb.com/title/tt0054413/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMGVhNTI2ODgtMTAwMi00NDEyLTljOGUtNzVkZmZkNjRhNjA5XkEyXkFqcGdeQXVyOTI2MjI5MQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",1960,"Comedy, Drama, War            ",122 min,7.7,"When Italy surrenders to the Allies, part of the Italian army is disbanded and soldiers begin to return to their homes.",1916
Tortoise Beats Hare,https://www.imdb.com/title/tt0034305/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTVjMDBlNDktMzgyYy00YTgwLThhYTYtZjE1OTYwMWUwZmVhXkEyXkFqcGdeQXVyMTEzNzc4Nzky._V1_UY209_CR3,0,140,209_AL_.jpg",1941,"Animation, Short, Comedy            ",7 min,7.7,An upset Bugs challenges the slick Cecil Turtle to a race.,1917
Neil Young: Heart of Gold,https://www.imdb.com/title/tt0473692/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTY2MjUzMTMwOF5BMl5BanBnXkFtZTgwMzI0MDczMjI@._V1_UY209_CR0,0,140,209_AL_.jpg",2006,"Documentary, Music            ",103 min,7.7,A film shot over during a two-night performance by Neil Young at Nashville's Ryman Auditorium.,1918
"Oh, Hello on Broadway",https://www.imdb.com/title/tt6987652/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmQ3YmM0NGMtYmRmNi00ZWY4LTk5MGYtYzUyODA4ODBlODE3XkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_UX140_CR0,0,140,209_AL_.jpg",2017,Comedy            ,104 min,7.7,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular comedy show.",1919
Life Feels Good,https://www.imdb.com/title/tt3092552/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZGI4NTBmMWEtNmJmYy00MjYyLTkwOWQtZTQzZWMyNGY0MWJlXkEyXkFqcGdeQXVyMjMwOTA0Ng@@._V1_UY209_CR3,0,140,209_AL_.jpg",2013,Drama            ,112 min,7.7,The story of a boy suffering from cerebral palsy and his troubled growing up during Poland's transition in the 1980s and 90s.,1920
The Only Son,https://www.imdb.com/title/tt0027752/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNzI2ZDYwZmMtODAwZS00M2RiLWE1NTEtOGM1YWEzMzEyYzhmXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY209_CR4,0,140,209_AL_.jpg",1936,Drama            ,87 min,7.7,"A widow sends her only son away to receive a better education. Years later, she visits him, finding him a poor school teacher with a wife and son.",1921
A Story of Floating Weeds,https://www.imdb.com/title/tt0025929/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDllMjFhMzAtZmVhMi00YTdkLWIzOTQtZjlmZjNiMDg2M2UyXkEyXkFqcGdeQXVyNzQ1NDIxMDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",1934,Drama            ,86 min,7.7,A kabuki actor's mistress hatches a jealous plot to bring down her lover's son.,1922
The Runner,https://www.imdb.com/title/tt0088992/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNmI2MWEwNzctZGYwOS00NDQ1LThmNTktMTVmZTgzNTRiMjE1XkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_UY209_CR0,0,140,209_AL_.jpg",1984,Drama            ,94 min,7.7,"After enrolling in a school, an impoverished boy finds conflict with his classmates and decides to compete to earn their respect.",1923
J'accuse!,https://www.imdb.com/title/tt0010307/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZDVkN2JjODUtMmI5Yi00Yjk2LThkNjItY2I4NTNkYTg0NGMxXkEyXkFqcGdeQXVyNDMzNDQ4ODA@._V1_UX140_CR0,0,140,209_AL_.jpg",1919,"Drama, Horror, War            ",166 min,7.7,"The story of two men, one married, the other the lover of the other's wife, who meet in the trenches of the First World War, and how their tale becomes a microcosm for the horrors of war.",1924
Wattstax,https://www.imdb.com/title/tt0070902/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjE1ODg3MjktNjM0YS00YzQ1LTkxZGYtMjMwNzY5M2ZkZWE5XkEyXkFqcGdeQXVyMTM3NzQ5NzQ@._V1_UX140_CR0,0,140,209_AL_.jpg",1973,"Documentary, Comedy, Music            ",103 min,7.7,"Documentary covering a Stax Records-sponsored all-day concert at the 1972 Watts Summer Festival with performances by Stax Records artists such as Isaac Hayes, Rufus Thomas, The Staples Singers, and more.",1925
Heart Attack,https://www.imdb.com/title/tt4964598/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNGI2NThiMzgtNjFhNy00MTFhLWE5YTYtMGYyNGQwNjc5YzIxXkEyXkFqcGdeQXVyNTA0MDY0NDY@._V1_UY209_CR3,0,140,209_AL_.jpg",2015,"Comedy, Drama, Romance            ",130 min,7.7,A hard-working freelancer falls in love with a doctor.,1926
Il marchese del Grillo,https://www.imdb.com/title/tt0082714/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BY2NjMGM2YzEtOWYzYi00YjBiLWI1NmUtZGE1ZGE0ZmYwYjRhXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY209_CR8,0,140,209_AL_.jpg",1981,"Comedy, History            ",135 min,7.7,A mischievous nobleman and his poor doppelganger get into serious troubles when a practical joke endangers the Pope.,1927
Creature Comforts,https://www.imdb.com/title/tt0099317/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTQyMjk1MzI0NF5BMl5BanBnXkFtZTgwMjc2NDkwMzE@._V1_UY209_CR4,0,140,209_AL_.jpg",1989,"Animation, Short, Comedy            ",5 min,7.7,A humourous and thought provoking view of what animals in zoos might be thinking about their captivity and surroundings.,1928
Jean-Michel Basquiat: The Radiant Child,https://www.imdb.com/title/tt1568335/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjI0MzY1MTg2MV5BMl5BanBnXkFtZTcwMTExOTE2Mw@@._V1_UY209_CR2,0,140,209_AL_.jpg",2010,Documentary            ,88 min,7.7,"Director Tamra Davis pays homage to her friend in this definitive documentary but also delves into Basquiat as an iconoclast. His dense, bebop-influenced neoexpressionist work emerged while...                See full summary »",1929
Record of a Tenement Gentleman,https://www.imdb.com/title/tt0039651/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOGJiMTVkNTItOTY3OS00MmVmLTk2NzAtYmU1YmU1NjhiZGY3XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX140_CR0,0,140,209_AL_.jpg",1947,Drama            ,72 min,7.7,"A young boy follows Tashiro home to his tenement housing complex on the outskirts of Tokyo, the boy who was separated from his carpenter father somehow and somewhere in Kudan. All Tashiro ...                See full summary »",1930
The Children Are Watching Us,https://www.imdb.com/title/tt0034493/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMWNmMjUxMTYtNWJjOS00Nzc1LTliYzItYTc2ZmEyYmE2ZjU0XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY209_CR3,0,140,209_AL_.jpg",1943,Drama            ,84 min,7.7,Four-year-old Pricò becomes the subject of emotional folly by his capricious parents and negligent relatives.,1931
Cabaret Balkan,https://www.imdb.com/title/tt0169145/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BM2I3ODFkZWItZWQ3Zi00ZWJkLTg3MGMtODgxZmZhZjkyMTBkXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_UX140_CR0,0,140,209_AL_.jpg",1998,"Comedy, Drama            ",102 min,7.7,"Random Belgrade citizens interact with each other in a night full of crime, frustration, betrayal and revenge.",1932
Tango,https://www.imdb.com/title/tt0084764/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDFiODcyNDYtNDM5MC00ZDM3LTk1MzQtYzk1ZmY5ZTg1YWRhXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UY209_CR8,0,140,209_AL_.jpg",1981,"Animation, Short            ",8 min,7.7,"Subsequent characters appear in a poorly-decorated room, intertwining but never colliding, all possessed by never-ending rituals.",1933
The Railroad Man,https://www.imdb.com/title/tt0049207/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMGI3YWRiNTItZGU0Zi00MWYwLTgxMDAtMzE2YWFiN2IxNWRhXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UY209_CR2,0,140,209_AL_.jpg",1956,Drama            ,105 min,7.7,"The railroad engineer Andrea Marcocci has been working with his partner and friend Gigi Liverani for thirty years and feels happy and proud of his work, drinking wine after hours with his ...                See full summary »",1934
Le Bal,https://www.imdb.com/title/tt0085213/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZTE0M2FhMjQtYmM3Yi00YTZiLTk3Y2MtYjg1YThmZDRhYzRlXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UX140_CR0,0,140,209_AL_.jpg",1983,"History, Musical            ",109 min,7.7,"Dance moves, music and fashion mark the passage of time inside a Paris dance hall, throughout fifty years of history.",1935
Red Hot Riding Hood,https://www.imdb.com/title/tt0036295/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNjg4ZWE3N2YtMWExZS00Yzc5LWJiMjktM2Y1OTBkODAyOGUyXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_UX140_CR0,0,140,209_AL_.jpg",1943,"Animation, Short, Adventure            ",7 min,7.7,The characters of the traditional fairy tale demand a new approach to the story as a sexy urban comedy with Red as a nightclub singer.,1936
Fantozzi 2,https://www.imdb.com/title/tt0075178/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2IwYTFlMDAtMmRhMy00NGE0LThmNTctZGQ0NmFlNzJlYThkXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UY209_CR4,0,140,209_AL_.jpg",1976,Comedy            ,110 min,7.7,The frustrating adventures of a humble employee who spends all of his time fulfilling his bosses' wishes and desires.,1937
Enamorada,https://www.imdb.com/title/tt0038510/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODNmMDk0OTEtOWYxNS00MTNkLWJhNDgtOWM3NmNhYmQ3MjQwXkEyXkFqcGdeQXVyMTIwMDE2OTU4._V1_UX140_CR0,0,140,209_AL_.jpg",1946,"Drama, Romance, War            ",99 min,7.7,"During the Mexican Revolution, a macho rebel general falls in love with the independent-minded daughter of an aristocrat in the town he is occupying.",1938
The Eternal Breasts,https://www.imdb.com/title/tt0259248/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2Q0NDU4YzMtMjM2Zi00YjlhLTk2OGItMDdhMmIxNzQxNTlkXkEyXkFqcGdeQXVyMTY1NDU3NjI5._V1_UX140_CR0,0,140,209_AL_.jpg",1955,"Biography, Drama, Romance            ",106 min,7.7,"Fumiko, mother of two children and wife of an unfaithful man who shows a low self esteem, shares her family life with her asleep vocation as a poetess. The beginning of her successful ...                See full summary »",1939
The Story of the Fox,https://www.imdb.com/title/tt0021309/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjRlMTQ2ZWEtYmRiYi00ZmI4LTg4YzUtMDk0ZmQ3N2FmNjFjL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UY209_CR8,0,140,209_AL_.jpg",1937,"Animation, Adventure, Comedy            ",63 min,7.7,"When Renard the Fox's mischievous pranks go too far, King Lion is forced to attempt to bring the trickster to justice.",1940
Falling Leaves,https://www.imdb.com/title/tt0171343/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzY1N2Q2MjQtZDk1ZC00YTliLThlMTQtOTU4OWEzZGIwYzUzXkEyXkFqcGdeQXVyNTE1MDE2MzY@._V1_UX140_CR0,0,140,209_AL_.jpg",1966,"Drama, Romance            ",91 min,7.7,A young idealist takes a job at a local state run winery only to discover and become disillusioned by the corruption of the Soviet State.,1941
A Place in the World,https://www.imdb.com/title/tt0104774/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZGM1MzkzNmEtN2I3MC00YTg0LTg0MzItYzBiZjJlNTdiOWIwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",1992,Drama            ,120 min,7.7,"Mario and Ana, in voluntary exile from Buenos Aires, live in a remote Argentine valley with their 12-year-old son Ernesto. Mario runs a school and a wool cooperative; Ana, a doctor, heads a...                See full summary »",1942
Death of a Cyclist,https://www.imdb.com/title/tt0048394/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDE2N2FhZmEtNTkxZS00ZDk5LTk5NTAtNmE0YjEzMjM3NmJlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR2,0,140,209_AL_.jpg",1955,"Crime, Drama, Film-Noir            ",88 min,7.7,A couple having an affair strike a bicyclist with their car and do not offer aid out of fear of their relationship being exposed.,1943
Girl Shy,https://www.imdb.com/title/tt0014945/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTIyMjRjMDAtMjY1ZS00YjhhLWJlODUtODJjODk3MzRiMTBiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1924,"Comedy, Romance            ",87 min,7.7,"A shy young man who can't talk to women ventures out to publish a book full of fictional conquests, but finds true love along the way.",1944
Wesele,https://www.imdb.com/title/tt0420318/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZGNiZTQ2ZTktNDhlZC00ZTEyLWE3MmMtNzVlMjc4ZWFlYzNlXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",2004,"Comedy, Drama            ",109 min,7.7,"A wealthy small-town wiseguy organizes the wedding party for his daughter. As the party begins, unexpected events start to occur and disturb the party for the hosts and guests alike.",1945
Tee for Two,https://www.imdb.com/title/tt0038152/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOThkYmYyNTctNWY3MC00ZDllLWFmNjctYTY0Mjg1ZjJkNmM5XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",1945,"Animation, Short, Comedy            ",7 min,7.7,"While golfing, Tom puts Jerry to work as a tee, but Jerry intentionally messes things up.",1946
Jimi Hendrix,https://www.imdb.com/title/tt0070242/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODZiYmZlNGQtZTQ0Zi00OWY1LWExZDYtNWI5ZThhNTg2N2Y2XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1973,"Documentary, Biography, Music            ",98 min,7.7,"Made shortly after his death, this documentary explores the brief life and remarkable legacy of guitarist Jimi Hendrix.",1947
Merry-Go-Round,https://www.imdb.com/title/tt0048275/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNzlkOTc5YzgtMTY4Mi00ZTYwLWIzMjUtYzIxZWZiNDgwY2FiXkEyXkFqcGdeQXVyNzA1OTk3Mw@@._V1_UY209_CR3,0,140,209_AL_.jpg",1956,"Romance, Drama            ",95 min,7.7,"In a rural scenery in the throes of difficult changes lives a humble but promising young farmer girl called Mari Pataki. Her father forbids her from seeing the man she loves. The father, ...                See full summary »",1948
Shen nu,https://www.imdb.com/title/tt0195256/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDkyZTI5YTQtY2FlZi00NDFhLTkxMzAtYmIwNjFiM2U2ZjY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY209_CR8,0,140,209_AL_.jpg",1934,Drama            ,85 min,7.7,"Street walker by night, devoted mother by day, a woman fights to get her young son an education amid criminal and social injustice in China.",1949
Intentions of Murder,https://www.imdb.com/title/tt0057829/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDQ3NmFkZTktZTlkNS00ZWNhLWE2NzItOWNmNTQxNGVmODE0XkEyXkFqcGdeQXVyMjM3MDE4Njc@._V1_UY209_CR5,0,140,209_AL_.jpg",1964,Drama            ,150 min,7.7,A housewife living under her tyrannical husband has her life stressfully turned upside down after getting raped by a burglar.,1950
Chuck Berry: Hail! Hail! Rock 'n' Roll,https://www.imdb.com/title/tt0092758/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjRlZmEzZDUtNTM3MC00NTI4LWI1YmMtYzBkNmFjNjY4NTk3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1987,"Documentary, Biography, Music            ",120 min,7.7,"This documentary movie covers two concerts at the Fox Theatre in St. Louis, Missouri, to celebrate Chuck Berry's 60th birthday, and also discusses his life and career.",1951
Busy Bodies,https://www.imdb.com/title/tt0023858/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNWRiOTRjMDAtYjZlYy00NGQwLWEyMmUtYTU1Mjg2ZTI1MTEwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",1933,"Short, Comedy, Family            ",19 min,7.7,"Stan and Ollie do battle with inanimate objects, their co-workers, and the laws of physics during a routine work day at the sawmill.",1952
Assa,https://www.imdb.com/title/tt0094683/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTkwMjM4MTcwOF5BMl5BanBnXkFtZTgwOTMyMTM2MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",1987,"Crime, Drama, History            ",153 min,7.7,ASSA is set in Crimea during the winter in the mid eighties. A young musician (Bananan) falls for mobster's (Krymov) young mistress (Alika). The parallel story line involves an 18th century assassination plot.,1953
Visions of Light,https://www.imdb.com/title/tt0105764/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTIwNjU0NjA4Nl5BMl5BanBnXkFtZTcwNDg0NjEzMQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",1992,"Documentary, History            ",92 min,7.7,"Cameramen and women discuss the craft and art of cinematography, illustrating their points with clips from 100 films, from Birth of a Nation to Do the Right Thing.",1954
Helpmates,https://www.imdb.com/title/tt0022994/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTM0NDMyZjgtYzc1Yi00NWRlLWFiN2MtYWU2ZDE2NTAwZWFhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1932,"Short, Comedy            ",21 min,7.7,"After a messy house party while his wife is away, Oliver asks Stanley to help him clean up the place, but free help isn't always a bargain.",1955
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,https://www.imdb.com/title/tt0095512/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTMwMDM4OWQtYTAwYy00ZjZkLTg5YTAtODFlODExMWYyNjA5XkEyXkFqcGdeQXVyNDI3MzQyOTM@._V1_UY209_CR4,0,140,209_AL_.jpg",1988,"Animation, Action, Drama            ",60 min,7.7,"Two interstellar armies continue their 150-year-long war. On both sides, mid-ranking soldiers question the judgment of their superior officers and worry about the future.",1956
Cops and Robbers,https://www.imdb.com/title/tt0043606/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BY2YzNDFiZGEtMmY4Ny00ZGExLTg2M2MtMDcyODI2OTc3ODZmXkEyXkFqcGdeQXVyNTA2NzkwNTc@._V1_UY209_CR8,0,140,209_AL_.jpg",1951,"Comedy, Drama            ",105 min,7.7,"Esposito is a thief who cons tourists in Rome. Officer Bottoni manages to catch him and starts persecuting him. When Esposito manages to flee, Bottoni's superiors inform him that he'll lose his job if he can't catch Esposito.",1957
Lucky Star,https://www.imdb.com/title/tt0020122/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjBjNzhiZDMtYWNhMC00NWFlLTlmYWUtNjQ4MzlmYzUwOWY3XkEyXkFqcGdeQXVyMjQ3MTQ1MTg@._V1_UX140_CR0,0,140,209_AL_.jpg",1929,"Drama, Romance            ",100 min,7.7,"Mary, a poor farm girl, meets Tim just as word comes that war has been declared.",1958
Camp de Thiaroye,https://www.imdb.com/title/tt0092716/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYWNhZmNlMzgtOTgyYy00NGFkLTkzMGUtYWMxNzEzODk0ZGM1XkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UY209_CR12,0,140,209_AL_.jpg",1988,"Drama, War            ",157 min,7.7,"In this semi-autobiographical film, black soldiers help to defend France, but are detained in prison camp before being repatriated home.",1959
