Name,Movie_url,Poster_url,Year,Category,Run_Time,Rating,Storyline,Index
American: The Bill Hicks Story,https://www.imdb.com/title/tt1179947/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODVkZTg3NDEtNjhiYS00MjhlLTliOTYtNDFmZmZlNmUwZDNjXkEyXkFqcGdeQXVyMTg1MjUxODA@._V1_UY209_CR4,0,140,209_AL_.jpg",2009,"Documentary, Animation, Biography            ",102 min,7.7,"Photo-animated feature documentary, uniquely narrated by the 10 people who knew Bill best.",1960
Wooden Crosses,https://www.imdb.com/title/tt0022787/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmQxNTk5NGUtODZmNC00N2JmLWJlYmEtMTQ2ZTYwOGU0MjE2XkEyXkFqcGdeQXVyNzg0NzgxNDQ@._V1_UY209_CR7,0,140,209_AL_.jpg",1932,"Drama, War            ",115 min,7.7,World War 1 begins and a young man enlists to fight for his country.,1961
Hello Cinema,https://www.imdb.com/title/tt0114329/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZWVhMzNmMDgtZmUwOS00ZTJkLTk2OGQtOTZhYjJkYTM3NmRkXkEyXkFqcGdeQXVyMjAzOTI0NzY@._V1_UY209_CR8,0,140,209_AL_.jpg",1995,"Documentary, Comedy, Drama            ",75 min,7.7,"Makhmalbaf puts an advertisement in the papers calling for an open casting for his next movie. However when hundreds of people show up, he decides to make a movie about the casting and the screen tests of the would-be actors.",1962
When the Tenth Month Comes,https://www.imdb.com/title/tt0118148/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjE2NzI3YjItMjQ1Mi00MzNkLThkODUtM2ViMGUzM2Y1MWZlXkEyXkFqcGdeQXVyMjY0ODkzMzk@._V1_UY209_CR1,0,140,209_AL_.jpg",1984,Drama            ,95 min,7.7,"Duyen faces a daily struggle to care for her young son and her weakened father-in-law, while keeping secret the fact that her husband died in a battle during the war.",1963
The Goat,https://www.imdb.com/title/tt0012224/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMGYzNzk5OGMtOTlhOC00YmE2LWFhYTktMTNkOTQ4MmMxNTBlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",1921,"Comedy, Short            ",23 min,7.7,"A series of adventures begins when an accident during photographing causes Buster to be mistaken for Dead Shot Dan, the local bad guy.",1964
Unfinished Piece for the Player Piano,https://www.imdb.com/title/tt0076446/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzkxOWE5ODQtZTFkMi00ZGUwLTgwNTUtMjVhZDhjNjE0MzAxXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_UX140_CR0,0,140,209_AL_.jpg",1977,Drama            ,103 min,7.7,"In Imperial Russia, the nobility has its own entertainments, disputes and worries.",1965
"Totò, Peppino e la... malafemmina",https://www.imdb.com/title/tt0049866/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjczOTFiOTEtNzFlOC00NDhjLWJkZmYtOTkxNzk2YjY1Nzg0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",1956,"Comedy, Musical, Romance            ",106 min,7.7,Two clumsy provincial uncles visit a metropolis to stop the relationship between their nephew and a woman of ill repute.,1966
2 in the AM PM,https://www.imdb.com/title/tt1414139/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMGM1NTE0MDQtMmJhMi00ZmI4LTgxMDUtZGVhNDI5NzdlNzUzXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_UY209_CR1,0,140,209_AL_.jpg",2006,"Animation, Short, Comedy            ",8 min,7.7,When two gas station employees work the graveyard shift and one of the duo shares his candy laced with drugs; the duo are up for a strange and hallucination-filled night,1967
El mundo sigue,https://www.imdb.com/title/tt0057333/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDQyYWY5NTctNTMzNy00M2U4LWIwNjktNjIwNTc3Mzg4YTkzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR6,0,140,209_AL_.jpg",1965,Drama            ,121 min,7.7,"Two sisters who have a tumultuous sibling rivalry each try to find success, love, and status in 1960s Madrid.",1968
Vedreba,https://www.imdb.com/title/tt0064680/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZWI5ODZmMTctYjA5YS00NTNhLWI3MjYtY2Q5ZWExMWJhZjAxXkEyXkFqcGdeQXVyMTEyNjQ2Mjg0._V1_UY209_CR84,0,140,209_AL_.jpg",1967,Drama            ,77 min,7.7,"Brave sons of Khevsureti and Kisteti fight against each to protect their homelands. But, they confront faulty domestic traditions to respect enemy's true prowess and find themselves in conflict with own compatriots.",1969
Grass: A Nation's Battle for Life,https://www.imdb.com/title/tt0015873/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNTU3YTdjMDMtZGM1NS00OTAzLTg2Y2ItYmY5YjA0MzBlYWJhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg",1925,Documentary            ,71 min,7.7,The struggles of a hardscrabble Iranian nomadic tribe as they journey through bleak country to reach the grasslands that will save their livestock.,1970
Kukushka,https://www.imdb.com/title/tt0308476/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZjM5NDNhNzUtNTU1My00NjhlLTkzYjctZGU1MWMzMGUxOTJlXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_UY209_CR0,0,140,209_AL_.jpg",2002,"Comedy, Drama, War            ",99 min,7.7,"In World War II, a Finnish sniper is left chained to a rock by German soldiers, while a captain of the Red Army, en route to his court martial, is almost blown up by Russian planes. A Lapp woman gives shelter to both of them at her farm.",1971
Still Life,https://www.imdb.com/title/tt0072248/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2U0OWFkNzMtYWVlOS00NmRkLWFiMTUtM2Y4ZWYyNDJjM2E2XkEyXkFqcGdeQXVyNDE3MzI2OQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",1974,Drama            ,93 min,7.7,"The daily life of Mohammad Sardari(Zadour Bonyadi) , a railway switchman on the verge of retirement, who lives with his wife and soldier son near the railway track.",1972
Blood of the Beasts,https://www.imdb.com/title/tt0041842/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYmVmNTUwNzctNjljNi00MzMxLWJjODEtZTRkZWZmOGU5YTM4XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",1949,"Documentary, Short            ",22 min,7.7,Bucolic scenes from the outskirts of Paris are contrasted with stark footage from slaughterhouses.,1973
Baseball Bugs,https://www.imdb.com/title/tt0038333/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNmY3MmE3YzUtMGM0ZS00ODI5LWFmN2UtNWRkOTIzZjk4NWQ0XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",1946,"Animation, Short, Comedy            ",7 min,7.7,Bugs plays every defensive position against the Gashouse Gorillas.,1974
Chuchelo,https://www.imdb.com/title/tt0085335/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTQ4YWVmOGYtOGMzNS00MGI2LThiMjYtZGMwYjc4NWZmNzkwXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_UX140_CR0,0,140,209_AL_.jpg",1984,Drama            ,127 min,7.7,Unpopular girl being bullied in her class.,1975
The Noose,https://www.imdb.com/title/tt0052063/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzRhOWJlYWMtNjNmMC00MjEzLTgzNGQtOTU2ZGI3ZGVkZTJmXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",1958,Drama            ,96 min,7.7,"One day in the life of an alcohol addict. With the help of his girlfriend Krysia, Kuba attempts to regain control of his life. But when she's at work, Kuba is home alone, and it becomes hard not to resist the temptation.",1976
I Am Twenty,https://www.imdb.com/title/tt0058361/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjExMDBkZmUtYzE5ZC00M2ZjLWI0MTUtMjRkMjRlYjc5OGU1XkEyXkFqcGdeQXVyMjU4OTI3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1965,Drama            ,189 min,7.7,"Following three lifelong friends who return to Moscow after military service, we see their aspirations juxtaposed against everyday life in 1960 Soviet Union.",1977
One Hundred Days After Childhood,https://www.imdb.com/title/tt0072208/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMGZmMTRhYmEtMDFiZC00NDlkLTliMWQtZTBhY2UwNTg1OTNlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY209_CR6,0,140,209_AL_.jpg",1975,"Drama, Romance            ",94 min,7.7,A group of Russian teenagers spend their summer at a summer camp. Mitia falls in love and gets so occupied with his own problems that he forgets the others.,1978
Saturday Evening Puss,https://www.imdb.com/title/tt0042926/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNjMzOWZjN2YtYWUwOC00YmE3LWI0NmMtMzVkN2M4NjAwYWQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_UX140_CR0,0,140,209_AL_.jpg",1950,"Animation, Short, Comedy            ",7 min,7.7,"While Mammy Two-Shoes enjoys her evening with the Lucky Seven Saturday Night Bridge Club, Tom and his friends have a party in the house. Jerry, unable to sleep, emerges from his mouse hole to stop it.",1979
The Cameraman's Revenge,https://www.imdb.com/title/tt0001527/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTczODYxMzI5OV5BMl5BanBnXkFtZTgwNzE4NDU0MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",1912,"Animation, Short, Comedy            ",12 min,7.7,"Mr Beetle seeks companionship from a statuesque dragonfly dancer, unaware that her ex-boyfriend, a slender grasshopper and an industrious cameraman, watches their every move. Will Mrs Beetle forgive him? Will he get away with adultery?",1980
The Great Piggy Bank Robbery,https://www.imdb.com/title/tt0038576/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOWQyOWMyNjctNzg3YS00ZGQ0LTk5ODYtN2I4ZGRhYWM5ODI4XkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_UX140_CR0,0,140,209_AL_.jpg",1946,"Animation, Short, Comedy            ",8 min,7.7,"After reading a Dick Tracy comic, Daffy Duck has a surreal dream in which he is a P.I. pursuing an army of grotesque villains who stole every piggy bank in town, including his own.",1981
A Wild Hare,https://www.imdb.com/title/tt0033260/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMGYzZjM0NjAtZDAzMy00YTFjLWE1YjktZDAxOWRlZjVmZTFjXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_UY209_CR0,0,140,209_AL_.jpg",1940,"Animation, Short, Adventure            ",8 min,7.7,"While hunting rabbits, Elmer Fudd comes across Bugs Bunny, who tricks and harasses the hunter.",1982
Louis and the Nazis,https://www.imdb.com/title/tt0395644/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTJkN2UxMWUtZmU5Mi00ZDFkLWJmMzItZDI5NWU5MTJhZWY4XkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_UY209_CR2,0,140,209_AL_.jpg",2003,Documentary            ,70 min,7.7,"Louis Theroux travels to California to meet the man dubbed ""the most dangerous racist in America""; Tom Metzger, his family and his publicity manager. Louis also meets 'Prussian Blue' an American white-nationalist preteen musical sibling duo.",1983
Control Room,https://www.imdb.com/title/tt0391024/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTAxYzU4YTItNjBmOS00NjdhLThkNzItZDU2MGYzMTE4NDVjXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",2004,Documentary            ,84 min,7.7,"A documentary on perception of the United States's war with Iraq, with an emphasis on Al Jazeera's coverage.",1984
Main Street,https://www.imdb.com/title/tt0049043/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BY2IzYTNjNGYtMjFjYy00MWJlLTljM2EtYzMwMGFjYzZkMTJkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR2,0,140,209_AL_.jpg",1956,Drama            ,99 min,7.7,A couple of friends decide to have a good time and play a trick on an unmarried woman. Therefore one of them has to pretend to fall in love with her.,1985
Where Does a Body End?,https://www.imdb.com/title/tt8954326/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTljMTEyZDktMTBlNy00NGJmLTg2NDEtOTY3MTFmYjhkNDkxXkEyXkFqcGdeQXVyOTIxNjMwMzA@._V1_UY209_CR4,0,140,209_AL_.jpg",2019,Documentary            ,161 min,7.7,"The worldview of Michael Gira, through his life as a globetrotter and his four decades leading Swans, a group that he founded in the noisy and iconoclastic New York underground of the early '80s and that keeps reinventing itself today.",1986
Quiet Please!,https://www.imdb.com/title/tt0038011/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNzBlODJiNDMtZmZhNy00ZTBlLWIyNzMtYjk3YzQ4NTkzOGYzXkEyXkFqcGdeQXVyNjMxODMyODU@._V1_UY209_CR4,0,140,209_AL_.jpg",1945,"Animation, Short, Comedy            ",7 min,7.7,"The bulldog wants to take a nap. Tom wants to chase Jerry around the house. Naps and noise don't mix, and so the bulldog threatens Tom to keep quiet or else.",1987
Seisaku's Wife,https://www.imdb.com/title/tt0140542/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODZiYThiNGYtNmJmYy00MTAxLTk3ZjAtZWY4MDkyOGRjZTFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAzMzczMDg@._V1_UY209_CR3,0,140,209_AL_.jpg",1965,"Drama, Romance, War            ",93 min,7.7,"On the eve of the Russo-Japanese war at the beginning of the 20th century, small-town girl Okane has married an old wealthy man to escape a life of poverty.",1988
Another State of Mind,https://www.imdb.com/title/tt0198307/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTY2NTM1NjUxMV5BMl5BanBnXkFtZTcwMTI3NzYyMQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",1984,"Documentary, Music            ",78 min,7.7,A documentary following the 1982 tour of punk bands Youth Brigade and Social Distortion.,1989
Bandits of Orgosolo,https://www.imdb.com/title/tt0053632/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjQ4MThhNWQtN2MzOS00NTExLTgzZmYtYzU3OTBlOWI0MmRmXkEyXkFqcGdeQXVyNzk5Nzc4NzA@._V1_UY209_CR4,0,140,209_AL_.jpg",1961,Drama            ,95 min,7.7,"In the harsh granite mountains of the center of the island of Sardinia in the Mediterranean Sea, an old people live at the town of Orgòsolo. Between the rocks and the oak woods, shepherds ...                See full summary »",1990
Rabbit Hood,https://www.imdb.com/title/tt0041779/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BY2MxYjZhZjgtMzg4My00MDFmLTliZTEtMzRiOTdjNjhiNWVhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1949,"Animation, Short, Comedy            ",8 min,7.7,"While stealing a carrot in Sherwood Forest on the king's property, Bugs gets caught by the sheriff. Bugs tricks the sheriff into letting him go, but not before he plays pranks on the hapless lawman.",1991
Pirosmani,https://www.imdb.com/title/tt0064815/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjY0Zjc4YjgtOTk5Yi00ODdiLTk0YTctYjQ4ZWY4MWFhODQzXkEyXkFqcGdeQXVyMjUwMDA4NDA@._V1_UX140_CR0,0,140,209_AL_.jpg",1969,"Biography, Drama, History            ",85 min,7.7,The story of self-taught Georgian painter Niko Pirosmani.,1992
Three Little Bops,https://www.imdb.com/title/tt0051078/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjM5MmE5ZTAtMTBlNy00NGVkLTlmZmItYzViY2NhZjMzMjEzXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_UX140_CR0,0,140,209_AL_.jpg",1957,"Animation, Short, Comedy            ",7 min,7.7,Three pigs' career as a jazz band is complicated by a wolf they rejected for membership who keeps blowing down their gigs.,1993
It Can't Be!,https://www.imdb.com/title/tt0073442/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDkzY2Q0OTItZWY2ZS00MDBkLThlYjEtMTc0ZWViZmRiY2Y0XkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",1975,"Comedy, Drama, Musical            ",100 min,7.7,"Three stories about a marriage - its betrayal, its boredom, its absurd.",1994
David Bowie: Five Years,https://www.imdb.com/title/tt2973408/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjMxMWU0OTAtYWU3Mi00M2E5LTkzMDMtZmNiOTdjYTBjNDk1XkEyXkFqcGdeQXVyMTM2MzAwOA@@._V1_UY209_CR4,0,140,209_AL_.jpg",2013,Documentary            ,60 min,7.7,A documentary covering five of the most important years of the influential rock star David Bowie's career.,1995
Sound of the Mountain,https://www.imdb.com/title/tt0047682/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYzBkMTdhZTAtNDkyZS00MWNmLWJhNTctZTUzMmI5ZWU4M2M2XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UY209_CR3,0,140,209_AL_.jpg",1954,Drama            ,95 min,7.7,An ingratiating bride develops warm ties to her father-in-law while her cold husband blithely slights her for another woman.,1996
"Video Nasties: Moral Panic, Censorship & Videotape",https://www.imdb.com/title/tt1740712/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOWU4MjE5YzQtY2E2NS00MWY2LWI2MGUtODU5YTg2ZjUwODNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",2010,Documentary            ,72 min,7.7,"A documentary analyzing the furore which so-called ""video nasties"" caused in Britain during the 1980s.",1997
Twenty Days Without War,https://www.imdb.com/title/tt0074447/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNWMzZjVlOWItN2JlOS00OTJmLTg0MmItMDQ1YjZmMWI4Yzg4XkEyXkFqcGdeQXVyMTEwNTQxMjQ@._V1_UX140_CR0,0,140,209_AL_.jpg",1977,"Drama, Romance, War            ",101 min,7.7,"During the 20-day leave, war correspondent Lopatin travels by train to the distant city of Tashkent. It's very far from the front but the war seems to be present in people's minds even there.",1998
Hare Tonic,https://www.imdb.com/title/tt0037764/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZWE3MzhkMjYtMWI1NC00NjNjLWFkZDMtNDFjYmU0ZTI3M2MwXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_UX140_CR0,0,140,209_AL_.jpg",1945,"Animation, Short, Adventure            ",8 min,7.7,"Bugs Bunny tricks Elmer Fudd into believing his house has been quarantined for something called ""rabbititus.""",1999
Cloud-Paradise,https://www.imdb.com/title/tt0102574/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmUzOGQyZjYtNTZkNy00ODI2LTkxNWYtNWVhZTdiOGM4M2U0XkEyXkFqcGdeQXVyNjMxODMyODU@._V1_UY209_CR3,0,140,209_AL_.jpg",1990,Drama            ,76 min,7.7,"In a dreary Russian village, over-enthusiastic and underappreciated Kolya spontaneously announces that he has plans to leave for the far-east today, garnering far more attention and support than he anticipated.",2000
Jesus Christus Erlöser,https://www.imdb.com/title/tt1183143/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2UxOTUyMDItOTM5NS00MmNlLWIzZjUtYTBkYThkNThjYzczXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY209_CR116,0,140,209_AL_.jpg",2008,Documentary            ,84 min,7.7,"Klaus KInski's interpretation of the new testament as reformer in a solo theater-happening in Berlin,1971.",2001
Divine Trash,https://www.imdb.com/title/tt0150338/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTgzMzM1MTI5NF5BMl5BanBnXkFtZTcwOTQxODgyMQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",1998,Documentary            ,97 min,7.7,"The life and times of Baltimore film maker and midnight movie pioneer, John Waters. Intercut with a 1972 interview of Waters are clips from his first films and recent interviews with his ...                See full summary »",2002
"Beep, Beep",https://www.imdb.com/title/tt0044404/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTEzZDU3ZWQtMWY1Yy00N2FmLWFiNjktN2NiODQzNzg0ZjNlXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_UX140_CR0,0,140,209_AL_.jpg",1952,"Animation, Family, Short            ",7 min,7.7,"The Coyote chases the Road Runner through a maze of mine shafts, with their positions made visible only by the lamps on their helmets.",2003
Zavtra byla voyna,https://www.imdb.com/title/tt0094369/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDZhYmRmNjAtNjM4ZS00ZDVhLWFlZmUtYmM2NzNkNWE2MzhjXkEyXkFqcGdeQXVyMzQzNDc4NTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",1987,"Drama, War            ",89 min,7.7,What was the last year of the peaceful life of Soviet high school students like? Lyrical drama based on the novel by Boris Vasiliev.,2004
Get Thrashed: The Story of Thrash Metal,https://www.imdb.com/title/tt0780524/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTI2OTQ0MjAyNV5BMl5BanBnXkFtZTcwNjAzOTA4MQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",2006,"Documentary, History, Music            ",100 min,7.7,"Get Thrashed: The Story of Thrash Metal is the story of how bands like Metallica, Megadeth, Slayer, Anthrax, Exodus and others pioneered a new form of heavy metal in the early 1980's.",2005
Sazen Tange and the Pot Worth a Million Ryo,https://www.imdb.com/title/tt0027076/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMWJiMTA2ZTYtMjgwOS00MzY4LTk2OWYtZmI4NDBjOTM1YmYxXkEyXkFqcGdeQXVyMzY2MDk0MTk@._V1_UY209_CR4,0,140,209_AL_.jpg",1935,"Comedy, Drama            ",92 min,7.7,"A man gets rid of a cheap pot without knowing it contains a map to a treasure. As word spreads, many join in hunting it.",2006
Taiga,https://www.imdb.com/title/tt0105521/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTFmNDJkZGEtY2VmNy00NzI1LWE3YTctN2Y4NTUyZGZhNjFhXkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_UY209_CR6,0,140,209_AL_.jpg",1992,Documentary            ,501 min,7.7,"Taiga is an eight-hour documentary directed and photographed by Ulrike Ottinger. It focuses on the life and rituals of nomadic peoples in Northern Mongolia, specifically the Darkhad nomads and the Sojon Urinjanghai.",2007
The Beginning,https://www.imdb.com/title/tt0066124/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNjUxZWIxN2EtNjU4Ny00NzMzLTkxZWYtZWFmOGEzZDIxZmIwXkEyXkFqcGdeQXVyMTEwNTQxMjQ@._V1_UX140_CR0,0,140,209_AL_.jpg",1970,"Drama, Romance            ",91 min,7.7,"A film-in-film story set in a provincial town in Russia. Pasha (Churikova) is an amateur actress who plays a witch at a local club, but her dream is to play Joan of Arc. In a strike of luck...                See full summary »",2008
